niveau,circ,rôle,nomComplet,prénom,nom,genre,parti,courriel,photo,source
CA,Moose JawLake CentreLanigan,MP,Tom Lukiwski,Tom,Lukiwski,M,Conservative,tom.lukiwski@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LukiwskiTom_CPC.jpg,https://www.ourcommons.ca/Members/en/tom-lukiwski(25520)
CA,Mount Royal,MP,Anthony Housefather,Anthony,Housefather,M,Liberal,Anthony.Housefather@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/HousefatherAnthony_Lib.jpg,https://www.ourcommons.ca/Members/en/anthony-housefather(88558)
CA,MéganticL'Érable,MP,Luc Berthold,Luc,Berthold,M,Conservative,Luc.Berthold@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BertholdLuc_CPC.jpg,https://www.ourcommons.ca/Members/en/luc-berthold(88541)
CA,NanaimoLadysmith,MP,Paul Manly,Paul,Manly,M,Green Party,Paul.Manly@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ManlyPaul_GP.jpg,https://www.ourcommons.ca/Members/en/paul-manly(89485)
CA,Nepean,MP,Chandra Arya,Chandra,Arya,M,Liberal,Chandra.Arya@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/AryaChandra_Lib.jpg,https://www.ourcommons.ca/Members/en/chandra-arya(88860)
CA,New Brunswick Southwest,MP,John Williamson,John,Williamson,M,Conservative,John.Williamson@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/WilliamsonJohn_CPC.jpg,https://www.ourcommons.ca/Members/en/john-williamson(71323)
CA,New WestminsterBurnaby,MP,Peter Julian,Peter,Julian,M,NDP,peter.julian@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/JulianPeter_NDP.jpg,https://www.ourcommons.ca/Members/en/peter-julian(16399)
CA,NewmarketAurora,MP,Tony Van Bynen,Tony Van,Bynen,M,Liberal,Tony.VanBynen@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/VanBynenTony_Lib.jpg,https://www.ourcommons.ca/Members/en/tony-van-bynen(105270)
CA,Niagara Centre,MP,Vance Badawey,Vance,Badawey,M,Liberal,Vance.Badawey@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BadaweyVance_Lib.jpg,https://www.ourcommons.ca/Members/en/vance-badawey(88867)
CA,Niagara Falls,MP,Tony Baldinelli,Tony,Baldinelli,M,Conservative,Tony.Baldinelli@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BaldinelliTony_CPC.jpg,https://www.ourcommons.ca/Members/en/tony-baldinelli(30330)
CA,Niagara West,MP,Dean Allison,Dean,Allison,M,Conservative,dean.allison@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/AllisonDean_CPC.jpg,https://www.ourcommons.ca/Members/en/dean-allison(25446)
CA,Nickel Belt,MP,Marc G. Serré,Marc G.,Serré,M,Liberal,Marc.Serre@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SerréMarc_Lib.jpg,https://www.ourcommons.ca/Members/en/marc-g-serre(88874)
CA,NipissingTimiskaming,MP,Anthony Rota,Anthony,Rota,M,Liberal,Anthony.Rota@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/RotaAnthony_Lib.jpg,https://www.ourcommons.ca/Members/en/anthony-rota(25452)
CA,North IslandPowell River,MP,Rachel Blaney,Rachel,Blaney,F,NDP,Rachel.Blaney@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BlaneyRachel_NDP.jpg,https://www.ourcommons.ca/Members/en/rachel-blaney(89354)
CA,North OkanaganShuswap,MP,Mel Arnold,Mel,Arnold,M,Conservative,Mel.Arnold@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ArnoldMel_CPC web.jpg,https://www.ourcommons.ca/Members/en/mel-arnold(89294)
CA,North Vancouver,MP,Jonathan Wilkinson,Jonathan,Wilkinson,M,Liberal,Jonathan.Wilkinson@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/WilkinsonJonathan_Lib.jpg,https://www.ourcommons.ca/Members/en/jonathan-wilkinson(89300)
CA,NorthumberlandPeterborough South,MP,Philip Lawrence,Philip,Lawrence,M,Conservative,Philip.Lawrence@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LawrencePhilip_CPC.jpg,https://www.ourcommons.ca/Members/en/philip-lawrence(105291)
CA,Northwest Territories,MP,Michael V. McLeod,Michael V.,McLeod,M,Liberal,Michael.McLeod@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/McLeodMichaelV_Lib.jpg,https://www.ourcommons.ca/Members/en/michael-v-mcleod(89374)
CA,Notre-Dame-de-GrâceWestmount,MP,Marc Garneau,Marc,Garneau,M,Liberal,marc.garneau@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/GarneauMarc_Lib.jpg,https://www.ourcommons.ca/Members/en/marc-garneau(10524)
CA,Nunavut,MP,Mumilaaq Qaqqaq,Mumilaaq,Qaqqaq,F,NDP,Mumilaaq.Qaqqaq@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/QaqqaqMumilaaq_NDP.jpg,https://www.ourcommons.ca/Members/en/mumilaaq-qaqqaq(105927)
CA,Oakville,MP,Anita Anand,Anita,Anand,F,Liberal,Anita.Anand@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/AnandAnita_Lib.jpg,https://www.ourcommons.ca/Members/en/anita-anand(96081)
CA,Oakville NorthBurlington,MP,Pam Damoff,Pam,Damoff,F,Liberal,Pam.Damoff@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/DamoffPam_Lib.jpg,https://www.ourcommons.ca/Members/en/pam-damoff(88884)
CA,Orléans,MP,Marie-France Lalonde,Marie-France,Lalonde,F,Liberal,Marie-France.Lalonde@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LalondeMarieFrance_Lib.jpg,https://www.ourcommons.ca/Members/en/marie-france-lalonde(92209)
CA,Oshawa,MP,Colin Carrie,Colin,Carrie,M,Conservative,colin.carrie@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/CarrieColin_CPC.jpg,https://www.ourcommons.ca/Members/en/colin-carrie(25486)
CA,Ottawa Centre,MP,Catherine McKenna,Catherine,McKenna,F,Liberal,Catherine.McKenna@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/McKennaCatherine_Lib.jpg,https://www.ourcommons.ca/Members/en/catherine-mckenna(88892)
CA,Ottawa South,MP,David J. McGuinty,David J.,McGuinty,M,Liberal,david.mcguinty@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/McGuintyDavidJ_Lib.jpg,https://www.ourcommons.ca/Members/en/david-j-mcguinty(9486)
CA,Ottawa WestNepean,MP,Anita Vandenbeld,Anita,Vandenbeld,F,Liberal,Anita.Vandenbeld@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/VandenbeldAnita_Lib.jpg,https://www.ourcommons.ca/Members/en/anita-vandenbeld(71738)
CA,OttawaVanier,MP,Mona Fortier,Mona,Fortier,F,Liberal,Mona.Fortier@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/FortierMona_Lib.jpg,https://www.ourcommons.ca/Members/en/mona-fortier(96356)
CA,Outremont,MP,Rachel Bendayan,Rachel,Bendayan,F,Liberal,Rachel.Bendayan@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BendayanRachel_Lib.jpg,https://www.ourcommons.ca/Members/en/rachel-bendayan(88567)
CA,Oxford,MP,Dave MacKenzie,Dave,MacKenzie,M,Conservative,dave.mackenzie@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/MacKenzieDave_CPC.jpg,https://www.ourcommons.ca/Members/en/dave-mackenzie(891)
CA,Papineau,MP,Justin Trudeau,Justin,Trudeau,M,Liberal,justin.trudeau@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/TrudeauJustin_LIB.jpg,https://www.ourcommons.ca/Members/en/justin-trudeau(58733)
CA,ParkdaleHigh Park,MP,Arif Virani,Arif,Virani,M,Liberal,Arif.Virani@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ViraniArif_Lib.jpg,https://www.ourcommons.ca/Members/en/arif-virani(88910)
CA,Parry SoundMuskoka,MP,Scott Aitchison,Scott,Aitchison,M,Conservative,Scott.Aitchison@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/AitchisonScott_CPC.jpg,https://www.ourcommons.ca/Members/en/scott-aitchison(105340)
CA,Peace RiverWestlock,MP,Arnold Viersen,Arnold,Viersen,M,Conservative,Arnold.Viersen@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ViersenArnold_CPC.jpg,https://www.ourcommons.ca/Members/en/arnold-viersen(89211)
CA,PerthWellington,MP,John Nater,John,Nater,M,Conservative,John.Nater@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/NaterJohn_CPC.jpg,https://www.ourcommons.ca/Members/en/john-nater(88917)
CA,PeterboroughKawartha,MP,Maryam Monsef,Maryam,Monsef,F,Liberal,Maryam.Monsef@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/MonsefMaryam_Lib.jpg,https://www.ourcommons.ca/Members/en/maryam-monsef(88922)
CA,PickeringUxbridge,MP,Jennifer O'Connell,Jennifer,O'Connell,F,Liberal,Jennifer.OConnell@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/OConnellJennifer_Lib.jpg,https://www.ourcommons.ca/Members/en/jennifer-oconnell(88925)
CA,Pierre-BoucherLes PatriotesVerchères,MP,Xavier Barsalou-Duval,Xavier,Barsalou-Duval,M,Bloc Québécois,Xavier.Barsalou-Duval@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BarsalouDuvalXavier_BQ.jpg,https://www.ourcommons.ca/Members/en/xavier-barsalou-duval(88422)
CA,PierrefondsDollard,MP,Sameer Zuberi,Sameer,Zuberi,M,Liberal,Sameer.Zuberi@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ZuberiSameer_Lib.jpg,https://www.ourcommons.ca/Members/en/sameer-zuberi(54157)
CA,Pitt MeadowsMaple Ridge,MP,Marc Dalton,Marc,Dalton,M,Conservative,Marc.Dalton@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/DaltonMarc_CPC.jpg,https://www.ourcommons.ca/Members/en/marc-dalton(35909)
CA,Pontiac,MP,William Amos,William,Amos,M,Liberal,William.Amos@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/AmosWilliam_Lib.jpg,https://www.ourcommons.ca/Members/en/william-amos(89527)
CA,Port MoodyCoquitlam,MP,Nelly Shin,Nelly,Shin,F,Conservative,Nelly.Shin@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ShinNelly_CPC.jpg,https://www.ourcommons.ca/Members/en/nelly-shin(105835)
CA,PortageLisgar,MP,Candice Bergen,Candice,Bergen,F,Conservative,candice.bergen@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BergenCandice_CPC.jpg,https://www.ourcommons.ca/Members/en/candice-bergen(59110)
CA,PortneufJacques-Cartier,MP,Joël Godin,Joël,Godin,M,Conservative,Joel.Godin@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/GodinJoël_CPC.jpg,https://www.ourcommons.ca/Members/en/joel-godin(89407)
CA,Prince Albert,MP,Randy Hoback,Randy,Hoback,M,Conservative,randy.hoback@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/HobackRandy_CPC.jpg,https://www.ourcommons.ca/Members/en/randy-hoback(59148)
CA,Prince GeorgePeace RiverNorthern Rockies,MP,Bob Zimmer,Bob,Zimmer,M,Conservative,Bob.Zimmer@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ZimmerBob_CPC.jpg,https://www.ourcommons.ca/Members/en/bob-zimmer(72035)
CA,Provencher,MP,Ted Falk,Ted,Falk,M,Conservative,Ted.Falk@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/FalkTed_CPC.jpg,https://www.ourcommons.ca/Members/en/ted-falk(84672)
CA,Québec,MP,Jean-Yves Duclos,Jean-Yves,Duclos,M,Liberal,Jean-Yves.Duclos@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/DuclosJeanYves_Lib.jpg,https://www.ourcommons.ca/Members/en/jean-yves-duclos(89408)
CA,Red DeerLacombe,MP,Blaine Calkins,Blaine,Calkins,M,Conservative,blaine.calkins@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/CalkinsBlaine_CPC.jpg,https://www.ourcommons.ca/Members/en/blaine-calkins(35897)
CA,Red DeerMountain View,MP,Earl Dreeshen,Earl,Dreeshen,M,Conservative,earl.dreeshen@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/DreeshenEarl_CPC.jpg,https://www.ourcommons.ca/Members/en/earl-dreeshen(59226)
CA,ReginaLewvan,MP,Warren Steinley,Warren,Steinley,M,Conservative,Warren.Steinley@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SteinleyWarren_CPC.jpg,https://www.ourcommons.ca/Members/en/warren-steinley(105581)
CA,ReginaQu'Appelle,MP,Andrew Scheer,Andrew,Scheer,M,Conservative,andrew.scheer@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ScheerAndrew_CPC.jpg,https://www.ourcommons.ca/Members/en/andrew-scheer(25454)
CA,ReginaWascana,MP,Michael Kram,Michael,Kram,M,Conservative,Michael.Kram@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/KramMichael_CPC.jpg,https://www.ourcommons.ca/Members/en/michael-kram(89080)
CA,RenfrewNipissingPembroke,MP,Cheryl Gallant,Cheryl,Gallant,F,Conservative,cheryl.gallant@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/GallantCheryl_CPC.jpg,https://www.ourcommons.ca/Members/en/cheryl-gallant(1809)
CA,Repentigny,MP,Monique Pauzé,Monique,Pauzé,F,Bloc Québécois,Monique.Pauze@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/PauzéMonique_BQ.jpg,https://www.ourcommons.ca/Members/en/monique-pauze(88595)
CA,Richmond Centre,MP,Alice Wong,Alice,Wong,F,Conservative,alice.wong@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/WongAlice_CPC.jpg,https://www.ourcommons.ca/Members/en/alice-wong(30812)
CA,Richmond Hill,MP,Majid Jowhari,Majid,Jowhari,M,Liberal,Majid.Jowhari@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/JowhariMajid_Lib.jpg,https://www.ourcommons.ca/Members/en/majid-jowhari(88929)
CA,RichmondArthabaska,MP,Alain Rayes,Alain,Rayes,M,Conservative,Alain.Rayes@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/RayesALain_CPC.jpg,https://www.ourcommons.ca/Members/en/alain-rayes(88600)
CA,Rimouski-NeigetteTémiscouataLes Basques,MP,Maxime Blanchette-Joncas,Maxime,Blanchette-Joncas,M,Bloc Québécois,Maxime.Blanchette-Joncas@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BlanchetteJoncasMaxime_BQ.jpg,https://www.ourcommons.ca/Members/en/maxime-blanchette-joncas(104705)
CA,Rivière-des-Mille-Îles,MP,Luc Desilets,Luc,Desilets,M,Bloc Québécois,Luc.Desilets@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/DesiletsLuc_BQ.jpg,https://www.ourcommons.ca/Members/en/luc-desilets(104922)
CA,Rivière-du-Nord,MP,Rhéal Éloi Fortin,Rhéal Éloi,Fortin,M,Bloc Québécois,Rheal.Fortin@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/FortinRhéal_BQ.jpg,https://www.ourcommons.ca/Members/en/rheal-eloi-fortin(88605)
CA,RosemontLa Petite-Patrie,MP,Alexandre Boulerice,Alexandre,Boulerice,M,NDP,Alexandre.Boulerice@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BoulericeAlexandre_NDP.jpg,https://www.ourcommons.ca/Members/en/alexandre-boulerice(58775)
CA,SaanichGulf Islands,MP,Elizabeth May,Elizabeth,May,F,Green Party,Elizabeth.May@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/MayElizabeth_GP.jpg,https://www.ourcommons.ca/Members/en/elizabeth-may(2897)
CA,SackvillePrestonChezzetcook,MP,Darrell Samson,Darrell,Samson,M,Liberal,Darrell.Samson@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SamsonDarrell_Lib.jpg,https://www.ourcommons.ca/Members/en/darrell-samson(88333)
CA,Saint BonifaceSaint Vital,MP,Dan Vandal,Dan,Vandal,M,Liberal,Dan.Vandal@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/VandalDan_Lib.jpg,https://www.ourcommons.ca/Members/en/dan-vandal(89045)
CA,Saint JohnRothesay,MP,Wayne Long,Wayne,Long,M,Liberal,Wayne.Long@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LongWayne_Lib.jpg,https://www.ourcommons.ca/Members/en/wayne-long(88368)
CA,Saint-HyacintheBagot,MP,Simon-Pierre Savard-Tremblay,Simon-Pierre,Savard-Tremblay,M,Bloc Québécois,Simon-Pierre.Savard-Tremblay@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SavardTremblaySimonPIerre_BQ.jpg,https://www.ourcommons.ca/Members/en/simon-pierre-savard-tremblay(104944)
CA,Saint-Jean,MP,Christine Normandin,Christine,Normandin,F,Bloc Québécois,Christine.Normandin@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/NormandinChristine_BQ.jpg,https://www.ourcommons.ca/Members/en/christine-normandin(104947)
CA,Saint-Laurent,MP,Emmanuella Lambropoulos,Emmanuella,Lambropoulos,F,Liberal,Emmanuella.Lambropoulos@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LambropoulosEmmanuella_Lib.jpg,https://www.ourcommons.ca/Members/en/emmanuella-lambropoulos(96350)
CA,Saint-LéonardSaint-Michel,MP,Patricia Lattanzio,Patricia,Lattanzio,F,Liberal,Patricia.Lattanzio@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LattanzioPatricia_Lib.jpg,https://www.ourcommons.ca/Members/en/patricia-lattanzio(104957)
CA,Saint-MauriceChamplain,MP,François-Philippe Champagne,François-Philippe,Champagne,M,Liberal,Francois-Philippe.Champagne@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ChampagneFrancoisPhilippe_Lib.jpg,https://www.ourcommons.ca/Members/en/francois-philippe-champagne(88633)
CA,SalaberrySuroît,MP,Claude DeBellefeuille,Claude,DeBellefeuille,F,Bloc Québécois,Claude.DeBellefeuille@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/DeBellefeuilleClaude_BQ.jpg,https://www.ourcommons.ca/Members/en/claude-debellefeuille(35315)
CA,SarniaLambton,MP,Marilyn Gladu,Marilyn,Gladu,F,Conservative,Marilyn.Gladu@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/GladuMarilyn_CPC.jpg,https://www.ourcommons.ca/Members/en/marilyn-gladu(88938)
CA,Saskatoon West,MP,Brad Redekopp,Brad,Redekopp,M,Conservative,Brad.Redekopp@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/RedekoppBrad_CPC.jpg,https://www.ourcommons.ca/Members/en/brad-redekopp(105598)
CA,SaskatoonGrasswood,MP,Kevin Waugh,Kevin,Waugh,M,Conservative,Kevin.Waugh@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/WaughKevin_CPC.jpg,https://www.ourcommons.ca/Members/en/kevin-waugh(89084)
CA,SaskatoonUniversity,MP,Corey Tochor,Corey,Tochor,M,Conservative,Corey.Tochor@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/TochorCorey_CPC.jpg,https://www.ourcommons.ca/Members/en/corey-tochor(84882)
CA,Sault Ste. Marie,MP,Terry Sheehan,Terry,Sheehan,M,Liberal,Terry.Sheehan@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SheehanTerry_Lib.jpg,https://www.ourcommons.ca/Members/en/terry-sheehan(88944)
CA,Scarborough Centre,MP,Salma Zahid,Salma,Zahid,F,Liberal,Salma.Zahid@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ZahidSalma_Lib.jpg,https://www.ourcommons.ca/Members/en/salma-zahid(88950)
CA,Scarborough North,MP,Shaun Chen,Shaun,Chen,M,Liberal,Shaun.Chen@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ChenShaun_Lib.jpg,https://www.ourcommons.ca/Members/en/shaun-chen(88953)
CA,Scarborough Southwest,MP,Bill Blair,Bill,Blair,M,Liberal,Bill.Blair@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BlairBill_Lib.jpg,https://www.ourcommons.ca/Members/en/bill-blair(88961)
CA,ScarboroughAgincourt,MP,Jean Yip,Jean,Yip,F,Liberal,Jean.Yip@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/YipJean_Lib.jpg,https://www.ourcommons.ca/Members/en/jean-yip(98747)
CA,ScarboroughGuildwood,MP,John McKay,John,McKay,M,Liberal,john.mckay@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/McKayJohn_Lib.jpg,https://www.ourcommons.ca/Members/en/john-mckay(957)
CA,ScarboroughRouge Park,MP,Gary Anandasangaree,Gary,Anandasangaree,M,Liberal,Gary.Anand@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/AnandasangareeGary_Lib.jpg,https://www.ourcommons.ca/Members/en/gary-anandasangaree(89449)
CA,SelkirkInterlakeEastman,MP,James Bezan,James,Bezan,M,Conservative,james.bezan@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BezanJames_CPC.jpg,https://www.ourcommons.ca/Members/en/james-bezan(25475)
CA,Shefford,MP,Andréanne Larouche,Andréanne,Larouche,F,Bloc Québécois,Andreanne.Larouche@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LaroucheAndréanne_BQ.jpg,https://www.ourcommons.ca/Members/en/andreanne-larouche(104973)
CA,Sherbrooke,MP,Élisabeth Brière,Élisabeth,Brière,F,Liberal,Elisabeth.Briere@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BrièreÉlisabeth_Lib.jpg,https://www.ourcommons.ca/Members/en/elisabeth-briere(104977)
CA,Sherwood ParkFort Saskatchewan,MP,Garnett Genuis,Garnett,Genuis,M,Conservative,Garnett.Genuis@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/GenuisGarnett_CPC.jpg,https://www.ourcommons.ca/Members/en/garnett-genuis(89226)
CA,Simcoe North,MP,Bruce Stanton,Bruce,Stanton,M,Conservative,bruce.stanton@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/StantonBruce_CPC.jpg,https://www.ourcommons.ca/Members/en/bruce-stanton(35724)
CA,SimcoeGrey,MP,Terry Dowdall,Terry,Dowdall,M,Conservative,Terry.Dowdall@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/DowdallTerry_CPC.jpg,https://www.ourcommons.ca/Members/en/terry-dowdall(105410)
CA,SkeenaBulkley Valley,MP,Taylor Bachrach,Taylor,Bachrach,M,NDP,Taylor.Bachrach@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BachrachTaylor_NDP.jpg,https://www.ourcommons.ca/Members/en/taylor-bachrach(105854)
CA,SourisMoose Mountain,MP,Robert Kitchen,Robert,Kitchen,M,Conservative,Robert.Kitchen@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/KitchenRobert_CPC.jpg,https://www.ourcommons.ca/Members/en/robert-kitchen(89095)
CA,South OkanaganWest Kootenay,MP,Richard Cannings,Richard,Cannings,M,NDP,Richard.Cannings@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/CanningsRichard_NDP.jpg,https://www.ourcommons.ca/Members/en/richard-cannings(89327)
CA,South ShoreSt. Margarets,MP,Bernadette Jordan,Bernadette,Jordan,F,Liberal,Bernadette.Jordan@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/JordanBernadette_Lib.jpg,https://www.ourcommons.ca/Members/en/bernadette-jordan(88340)
CA,South SurreyWhite Rock,MP,Kerry-Lynne D. Findlay,Kerry-Lynne D.,Findlay,F,Conservative,kerry-lynne.findlay@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/FindlayKerryLynneD_CPC.jpg,https://www.ourcommons.ca/Members/en/kerry-lynne-d-findlay(20878)
